image_path,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,label
01_TUMOR/tumor (138).tif,2067,846,1221,3.0,109.19976359338061,26.0,165.42014742014743,177.5855855855856,12.165438165438166,113.0,26,189,179,140,99,73,73,67,0,355,1,15,121,204,178,148,143,376,35,491,2090,906,1184,1.0,45.68653421633554,11.0,98.80236486486487,109.0616554054054,10.25929054054054,176.0,498,230,59,34,15,19,39,12,0,276,124,432,167,86,54,33,132,156,0,388,2145,898,1247,20.0,94.43652561247217,35.0,143.10906174819567,153.26303127506014,10.153969526864476,138.0,8,231,344,112,66,29,68,40,0,295,0,18,257,326,150,86,90,320,0,425,1
01_TUMOR/tumor (139).tif,1542,652,890,18.0,73.7622699386503,27.0,121.40898876404495,131.64157303370786,10.23258426966292,130.0,43,273,176,70,48,23,11,8,0,211,1,59,263,231,97,74,77,64,24,285,1672,736,936,6.0,39.60054347826087,15.0,78.1025641025641,87.26923076923077,9.166666666666666,149.0,374,254,60,21,15,4,5,3,0,197,52,433,210,78,56,36,30,41,0,272,1725,747,978,32.0,93.2463186077644,51.0,131.72494887525562,140.70552147239263,8.980572597137014,123.0,0,71,372,184,65,29,17,9,0,210,0,3,103,420,197,101,70,82,2,290,1
01_TUMOR/tumor (14).tif,1658,745,913,18.0,79.0241610738255,34.0,121.34939759036145,134.6407447973713,13.291347207009858,116.0,51,316,173,78,46,16,15,50,0,262,0,87,248,245,106,51,36,134,6,358,1966,902,1064,0.0,30.09977827050998,9.0,56.52913533834587,65.17763157894737,8.648496240601503,161.0,709,114,27,6,5,4,6,31,0,151,374,461,86,24,12,12,25,70,0,275,1750,783,967,26.0,69.74968071519795,39.0,101.25439503619441,111.03102378490176,9.776628748707342,123.0,12,421,235,45,18,13,13,26,0,205,0,105,466,192,63,24,30,87,0,285,1
01_TUMOR/tumor (140).tif,2113,927,1186,19.0,55.024811218985974,26.0,116.45952782462058,138.09696458684655,21.63743676222597,173.0,74,601,178,55,10,1,2,6,0,432,1,41,316,387,231,103,45,44,18,651,2239,1022,1217,0.0,24.40508806262231,14.0,66.31470829909614,85.56532456861135,19.250616269515202,203.0,802,188,21,5,0,1,0,5,0,372,106,608,286,113,46,14,11,33,0,597,2266,999,1267,33.0,73.87787787787788,57.0,120.99921073401737,138.4956590370955,17.496448303078136,155.0,0,253,588,133,16,0,1,8,0,419,0,4,167,603,297,108,37,49,2,629,1
01_TUMOR/tumor (141).tif,1879,810,1069,18.0,77.15802469135802,34.0,118.444340505145,131.97754911131898,13.533208606173995,148.0,25,282,227,202,51,11,12,0,0,334,0,25,195,392,304,74,55,24,0,439,2054,901,1153,1.0,37.399556048834626,19.0,69.29575021682567,80.68083261058109,11.38508239375542,167.0,396,410,74,6,11,4,0,0,0,264,29,510,439,90,37,35,10,3,0,424,2041,907,1134,35.0,90.29437706725469,68.0,123.22310405643739,134.74074074074073,11.517636684303351,133.0,0,81,396,364,44,17,4,1,0,304,0,0,66,555,366,83,55,9,0,440,1
01_TUMOR/tumor (142).tif,1912,828,1084,24.0,90.69323671497584,43.0,143.21863468634686,159.85424354243543,16.63560885608856,151.0,7,243,232,204,68,10,13,51,0,371,0,11,87,267,352,165,46,119,37,496,2211,982,1229,3.0,33.18533604887984,11.0,72.48982912937348,84.14564686737185,11.655817737998373,187.0,653,262,22,5,2,3,12,23,0,285,113,649,256,53,15,8,9,126,0,422,2136,937,1199,28.0,76.79188900747064,48.0,115.34445371142618,127.69224353628023,12.347789824854045,141.0,1,310,477,82,10,6,15,36,0,328,0,21,337,542,117,27,21,134,0,458,1
01_TUMOR/tumor (143).tif,1847,803,1044,23.0,65.30012453300125,41.0,105.99712643678161,119.68486590038314,13.687739463601533,137.0,12,387,286,93,15,5,3,2,0,335,0,22,357,421,143,54,23,15,9,422,1948,863,1085,10.0,41.15874855156431,29.0,75.04516129032258,87.26082949308756,12.215668202764977,123.0,279,479,83,12,4,4,1,1,0,301,4,384,481,132,43,21,8,12,0,401,2010,880,1130,44.0,94.68636363636364,66.0,129.7787610619469,141.4,11.621238938053096,109.0,0,13,429,351,68,9,5,5,0,321,0,0,30,428,478,135,39,15,5,410,1
01_TUMOR/tumor (144).tif,1777,749,1028,20.0,65.00400534045394,43.0,100.63229571984436,111.29863813229572,10.666342412451362,126.0,19,397,207,89,31,5,0,1,0,258,0,73,406,298,156,69,10,13,3,346,1924,832,1092,8.0,36.48677884615385,17.0,63.89468864468864,73.49542124542124,9.6007326007326,123.0,413,315,82,21,0,1,0,0,0,232,31,574,333,114,30,3,2,5,0,352,1926,831,1095,42.0,91.8014440433213,70.0,122.00821917808219,131.63287671232877,9.624657534246575,95.0,0,33,438,270,78,8,2,2,0,254,0,0,78,524,349,114,15,13,2,361,1
01_TUMOR/tumor (145).tif,2374,978,1396,18.0,138.81083844580778,73.0,183.32808022922637,195.43123209169053,12.103151862464184,122.0,9,40,45,153,329,310,80,12,0,378,0,0,19,43,89,484,516,206,39,533,2195,921,1274,7.0,68.69381107491857,18.0,113.02668759811617,124.79199372056515,11.76530612244898,152.0,87,272,385,132,32,9,2,2,0,323,3,91,338,358,268,123,49,44,0,464,2366,1010,1356,34.0,114.73069306930694,58.0,154.98451327433628,166.49926253687315,11.514749262536872,119.0,0,36,139,472,247,90,21,5,0,346,0,2,18,167,453,424,210,80,2,519,1
01_TUMOR/tumor (146).tif,1791,753,1038,20.0,67.15006640106242,37.0,111.8140655105973,125.10019267822736,13.286127167630058,149.0,32,362,211,86,50,9,3,0,0,317,0,31,292,345,220,105,33,11,1,405,1906,827,1079,8.0,42.9540507859734,20.0,78.61260426320668,90.31417979610751,11.701575532900835,149.0,290,377,129,22,4,2,3,0,0,270,10,327,432,211,61,26,6,6,0,387,1969,838,1131,34.0,96.94272076372314,60.0,133.07427055702917,144.31741821396994,11.24314765694076,110.0,0,30,354,316,113,19,6,0,0,314,0,1,22,378,481,187,48,14,0,415,1
01_TUMOR/tumor (147).tif,1721,764,957,18.0,76.54057591623037,34.0,110.82340647857889,119.76175548589342,8.938349007314525,107.0,11,282,245,150,61,12,3,0,0,209,0,47,264,292,233,81,32,8,0,266,2040,938,1102,0.0,18.21321961620469,8.0,37.133393829401086,44.11070780399274,6.9773139745916515,115.0,793,126,16,2,1,0,0,0,0,123,520,450,89,30,6,6,1,0,0,200,1801,785,1016,21.0,55.169426751592354,33.0,79.88681102362204,87.34251968503936,7.455708661417323,119.0,32,505,211,30,5,2,0,0,0,153,0,229,525,177,62,18,5,0,0,223,1
01_TUMOR/tumor (148).tif,1951,826,1125,36.0,103.0726392251816,58.0,144.93955555555556,155.4417777777778,10.502222222222223,98.0,0,82,226,261,207,39,8,3,0,322,0,1,66,205,398,291,102,51,11,409,2195,986,1209,1.0,38.385395537525355,20.0,66.89081885856079,75.40860215053763,8.51778329197684,148.0,347,555,72,7,3,0,1,1,0,252,45,599,408,73,40,21,7,16,0,328,2233,994,1239,35.0,87.51207243460765,58.0,116.98708635996772,125.65213882163034,8.665052461662631,124.0,0,60,540,344,40,7,2,1,0,290,0,1,124,724,252,83,31,24,0,366,1
01_TUMOR/tumor (149).tif,1019,486,533,21.0,67.66666666666667,40.0,101.38461538461539,110.04878048780488,8.664165103189493,176.0,13,274,123,35,17,13,2,9,0,128,0,70,224,116,43,33,16,15,16,144,1573,741,832,1.0,16.793522267206477,9.0,30.717548076923077,35.38461538461539,4.6670673076923075,220.0,698,27,8,1,0,0,0,7,0,52,652,129,21,5,4,0,3,18,0,79,1310,620,690,26.0,49.34516129032258,36.0,68.17971014492754,73.4376811594203,5.257971014492754,181.0,24,515,60,9,3,0,1,8,0,69,0,415,190,46,5,8,3,23,0,96,1
01_TUMOR/tumor (15).tif,2020,882,1138,12.0,82.92403628117914,37.0,120.55096660808435,134.34182776801407,13.790861159929701,169.0,19,254,237,246,112,11,3,0,0,348,0,15,213,329,425,97,38,20,1,473,2195,964,1231,5.0,40.21265560165975,20.0,68.63931762794476,80.48659626320065,11.84727863525589,189.0,358,435,164,3,2,2,0,0,0,292,25,484,577,101,18,17,7,2,0,462,2224,979,1245,19.0,93.67211440245148,64.0,123.32289156626506,134.67469879518072,11.351807228915662,138.0,2,76,367,435,88,9,2,0,0,330,0,0,62,537,536,65,32,13,0,472,1
01_TUMOR/tumor (150).tif,1956,818,1138,17.0,90.31907090464547,45.0,131.58523725834797,143.07029876977154,11.48506151142355,117.0,13,216,199,231,98,35,10,16,0,310,0,19,133,336,373,122,73,82,0,400,2032,884,1148,3.0,41.324660633484164,14.0,75.84233449477352,86.23867595818815,10.396341463414634,150.0,348,410,79,21,11,6,1,8,0,253,55,432,422,100,48,29,34,28,0,356,2133,918,1215,28.0,95.4673202614379,63.0,128.38765432098765,138.35967078189302,9.97201646090535,107.0,1,61,366,364,73,31,11,11,0,283,0,0,87,526,379,107,58,58,0,400,1
01_TUMOR/tumor (151).tif,1532,665,867,13.0,78.91127819548872,40.0,140.59400230680507,156.40715109573242,15.813148788927336,149.0,26,247,211,86,31,23,27,14,0,269,0,23,158,195,161,96,80,142,12,367,1685,786,899,0.0,29.904580152671755,9.0,76.6662958843159,89.52057842046719,12.85428253615128,196.0,569,151,27,12,10,11,6,0,0,180,175,346,128,65,32,48,75,30,0,270,1610,694,916,17.0,72.39337175792507,33.0,122.32860262008734,134.63427947598254,12.305676855895197,156.0,21,327,208,66,27,19,24,2,0,206,0,43,289,209,113,69,124,69,0,305,1
01_TUMOR/tumor (152).tif,1697,734,963,15.0,69.82561307901908,26.0,113.31879543094496,126.33229491173417,13.0134994807892,153.0,67,291,183,127,43,15,5,3,0,242,4,71,235,291,202,80,40,37,3,390,1968,879,1089,0.0,24.304891922639364,7.0,51.606978879706155,61.78236914600551,10.175390266299358,146.0,638,196,28,11,3,2,0,1,0,200,287,511,191,46,24,10,16,4,0,333,1834,781,1053,24.0,73.75032010243278,38.0,104.66571699905033,115.04083570750237,10.375118708452042,125.0,8,248,370,114,26,9,3,3,0,218,0,56,337,411,150,46,30,23,0,347,1
01_TUMOR/tumor (153).tif,1148,509,639,19.0,99.62278978388998,34.0,149.65101721439748,160.02190923317684,10.370892018779342,169.0,21,197,88,38,26,44,46,46,3,136,0,55,148,68,52,54,78,123,61,199,1389,627,762,0.0,34.88676236044657,8.0,67.39501312335958,74.01706036745406,6.622047244094488,205.0,485,38,22,21,17,15,9,20,0,71,397,117,41,43,31,24,25,84,0,120,1223,545,678,17.0,70.98348623853211,26.0,109.16224188790561,116.38790560471976,7.225663716814159,172.0,77,285,48,29,35,32,17,22,0,91,6,249,116,52,51,52,45,107,0,130,1
01_TUMOR/tumor (154).tif,1961,845,1116,21.0,87.23786982248521,37.0,141.98297491039426,156.07347670250897,14.090501792114695,153.0,13,275,250,167,63,21,19,33,4,371,0,19,165,321,214,128,60,124,85,473,2019,881,1138,8.0,56.63904653802497,22.0,104.27592267135326,116.85588752196837,12.579964850615115,168.0,205,434,133,41,21,14,4,29,0,331,7,242,395,196,82,41,43,131,1,430,2229,938,1291,45.0,109.1684434968017,75.0,152.69868319132456,164.40975987606507,11.711076684740512,134.0,0,23,308,381,118,44,20,43,1,383,0,0,24,305,455,189,107,186,25,489,1
01_TUMOR/tumor (155).tif,1774,775,999,27.0,90.70967741935483,47.0,126.15715715715716,136.75875875875874,10.601601601601601,126.0,2,152,221,274,107,17,2,0,0,290,0,5,131,232,498,91,40,2,0,353,2102,944,1158,2.0,30.002118644067796,14.0,51.10708117443869,59.06217616580311,7.9550949913644216,143.0,503,410,29,2,0,0,0,0,0,227,113,804,200,34,5,2,0,0,0,291,2092,946,1146,35.0,79.1384778012685,57.0,102.99389179755671,111.1588132635253,8.164921465968586,104.0,0,128,605,194,17,2,0,0,0,262,0,2,264,722,128,25,5,0,0,322,1
01_TUMOR/tumor (156).tif,1805,777,1028,24.0,79.72329472329473,46.0,133.9931906614786,150.57101167315176,16.57782101167315,175.0,25,351,128,154,69,9,16,25,0,337,0,37,183,217,308,106,40,103,34,495,2066,921,1145,0.0,25.299674267100976,10.0,57.52314410480349,69.62882096069869,12.105676855895197,186.0,652,238,15,3,3,0,6,4,0,216,236,643,140,27,22,11,31,35,0,407,2007,868,1139,22.0,68.45622119815668,44.0,103.94117647058823,115.99034240561896,12.049165935030729,157.0,1,405,368,55,12,11,7,9,0,257,0,51,427,470,56,37,36,62,0,431,1
01_TUMOR/tumor (157).tif,1922,811,1111,20.0,77.12946979038225,30.0,115.94239423942395,127.53105310531053,11.588658865886588,137.0,6,232,348,164,56,4,1,0,0,325,1,18,263,368,284,135,35,6,1,407,2011,857,1154,10.0,52.09218203033839,18.0,83.95407279029463,94.30242634315425,10.348353552859619,120.0,128,481,198,45,3,2,0,0,0,285,7,211,514,317,80,18,5,2,0,377,2157,946,1211,46.0,107.27906976744185,66.0,138.50536746490505,148.4805945499587,9.975227085053675,91.0,0,7,224,475,206,30,4,0,0,323,0,0,11,276,564,309,44,7,0,404,1
01_TUMOR/tumor (158).tif,1708,745,963,14.0,71.83489932885907,29.0,119.78920041536864,132.23883696780894,12.44963655244029,126.0,66,324,169,91,38,32,10,14,1,276,1,104,217,251,154,80,81,54,21,376,2127,963,1164,0.0,16.911734164070612,6.0,43.4106529209622,51.445017182130584,8.034364261168385,176.0,847,86,15,9,1,0,0,5,0,138,587,387,69,49,19,14,6,33,0,278,1874,837,1037,14.0,54.448028673835125,24.0,86.44744455159113,95.59787849566055,9.15043394406943,149.0,91,531,140,38,23,2,7,5,0,164,4,288,442,124,83,31,25,40,0,297,1
01_TUMOR/tumor (159).tif,958,440,518,15.0,102.96136363636364,24.0,159.83011583011583,168.18146718146718,8.35135135135135,172.0,47,188,37,23,18,7,6,114,0,86,4,78,79,44,41,22,8,146,96,128,1224,549,675,0.0,45.431693989071036,4.0,85.36740740740741,90.10222222222222,4.734814814814815,211.0,431,22,6,2,3,2,8,75,0,45,361,80,23,3,3,6,5,194,0,59,995,448,547,12.0,82.97767857142857,21.0,128.6965265082267,134.51371115173674,5.817184643510055,160.0,87,217,24,6,5,6,11,92,0,53,11,191,81,27,5,5,11,216,0,78,1
01_TUMOR/tumor (16).tif,2024,864,1160,35.0,105.65277777777777,50.0,145.09224137931034,154.75,9.657758620689656,97.0,0,82,231,297,160,51,22,21,0,301,0,3,68,283,403,169,97,131,6,378,2106,952,1154,3.0,36.982142857142854,16.0,67.44107452339688,75.79722703639514,8.356152512998268,148.0,437,423,61,13,8,1,3,6,0,213,74,666,227,59,35,29,24,40,0,301,2144,921,1223,13.0,85.58089033659066,40.0,117.27228127555192,125.35077677841373,8.078495502861815,112.0,3,129,504,204,50,9,7,15,0,252,0,9,244,617,151,70,58,74,0,319,1
01_TUMOR/tumor (160).tif,1241,552,689,19.0,70.29710144927536,40.0,114.80116110304789,126.26124818577648,11.460087082728592,180.0,43,269,126,51,29,10,11,13,0,200,0,77,248,119,89,54,27,44,31,250,1765,838,927,0.0,13.973747016706444,5.0,35.65695792880259,42.13376483279396,6.47680690399137,199.0,769,52,7,4,0,2,2,2,0,84,662,161,37,6,15,14,5,27,0,150,1407,668,739,13.0,46.127245508982035,32.0,75.14343707713125,82.78619756427605,7.64276048714479,156.0,151,413,75,10,4,3,5,7,0,107,0,413,173,69,12,22,20,30,0,170,1
01_TUMOR/tumor (161).tif,1992,867,1125,18.0,72.97693194925029,44.0,110.61777777777777,123.90755555555556,13.289777777777777,124.0,19,361,236,195,45,9,2,0,0,356,0,15,327,409,266,58,32,15,3,454,2145,955,1190,5.0,34.031413612565444,15.0,62.2436974789916,73.30504201680672,11.061344537815126,163.0,483,408,53,7,3,1,0,0,0,291,43,615,420,57,25,20,8,2,0,421,2133,916,1217,35.0,86.01965065502183,62.0,117.80115036976171,128.64831552999178,10.847165160230073,128.0,0,76,482,320,26,9,3,0,0,318,0,0,132,639,334,60,43,9,0,439,1
01_TUMOR/tumor (162).tif,1401,621,780,18.0,76.48953301127214,39.0,121.97564102564102,133.3153846153846,11.33974358974359,175.0,16,360,142,21,5,0,7,70,0,191,0,46,355,144,32,13,8,129,53,285,1908,880,1028,0.0,24.297727272727272,7.0,51.13229571984436,56.90856031128405,5.776264591439689,189.0,812,14,2,0,0,1,1,50,0,76,758,111,14,2,1,1,3,138,0,150,1514,687,827,16.0,59.26346433770014,31.0,90.89842805320436,98.28899637243047,7.3905683192261185,169.0,58,532,25,6,1,1,1,63,0,99,0,437,209,17,7,0,6,151,0,181,1
01_TUMOR/tumor (163).tif,2117,897,1220,23.0,98.52508361204013,48.0,139.79262295081966,153.1254098360656,13.332786885245902,145.0,5,182,187,288,150,52,27,6,0,354,0,5,142,271,396,165,156,79,6,506,2208,941,1267,2.0,46.58979808714134,19.0,80.47750591949487,92.41199684293606,11.9344909234412,133.0,285,469,118,39,22,5,2,1,0,294,14,469,463,120,92,56,24,29,0,459,2276,969,1307,33.0,101.18679050567596,71.0,135.47819433817904,146.8355011476664,11.357306809487376,113.0,0,33,341,407,117,46,16,9,0,336,0,0,41,540,365,175,102,84,0,477,1
01_TUMOR/tumor (164).tif,1494,643,851,20.0,98.59097978227061,35.0,145.93654524089305,154.97062279670976,9.034077555816687,114.0,23,255,105,86,39,17,19,99,0,194,0,97,206,116,38,47,68,232,47,233,1580,692,888,6.0,61.164739884393065,17.0,107.51238738738739,115.29954954954955,7.787162162162162,136.0,341,167,54,23,9,11,4,83,0,170,87,361,75,22,39,46,34,224,0,196,1627,692,935,39.0,107.98410404624278,53.0,152.82566844919785,160.8855614973262,8.059893048128343,104.0,0,68,326,109,54,25,15,95,0,190,0,3,215,223,49,60,90,292,3,243,1
01_TUMOR/tumor (165).tif,2304,1009,1295,20.0,70.17542120911794,41.0,107.34826254826255,121.82084942084943,14.472586872586872,167.0,44,429,244,242,38,4,0,8,0,388,0,103,335,459,292,45,22,39,0,563,2531,1132,1399,0.0,26.681095406360424,9.0,55.101501072194424,67.05789849892781,11.95639742673338,182.0,741,354,29,3,0,1,1,3,0,325,250,730,309,41,23,8,8,30,0,495,2480,1082,1398,33.0,78.09981515711645,52.0,108.24391988555078,120.2653791130186,12.021459227467812,149.0,0,273,511,268,17,4,0,9,0,357,0,28,329,708,235,42,19,37,0,546,1
01_TUMOR/tumor (166).tif,1861,820,1041,20.0,71.0,32.0,111.00480307396734,124.35734870317003,13.35254562920269,158.0,37,364,200,154,33,22,7,2,1,300,0,67,282,338,198,86,44,20,6,439,2444,1107,1337,0.0,15.187895212285456,7.0,34.84218399401645,42.794315632011966,7.952131637995512,186.0,1005,89,10,1,1,0,1,0,0,181,767,440,72,28,14,11,3,2,0,350,2103,925,1178,14.0,51.20324324324324,28.0,76.28862478777589,85.21646859083192,8.927843803056026,169.0,61,663,157,30,8,6,0,0,0,219,1,330,626,124,63,18,12,4,0,359,1
01_TUMOR/tumor (167).tif,1987,853,1134,6.0,79.45369284876905,38.0,127.55555555555556,142.65608465608466,15.100529100529101,148.0,39,306,226,160,64,32,13,13,0,366,0,33,193,353,279,106,100,70,0,506,2187,965,1222,0.0,35.015544041450774,14.0,70.16530278232406,82.689852700491,12.52454991816694,176.0,548,304,52,26,20,6,2,7,0,296,121,597,261,77,53,47,24,42,0,463,2206,937,1269,21.0,87.8196371398079,52.0,123.30260047281324,135.2348305752561,11.932230102442869,130.0,1,163,450,192,68,41,15,7,0,328,0,5,213,558,243,98,82,70,0,479,1
01_TUMOR/tumor (168).tif,1601,689,912,16.0,84.39042089985486,30.0,138.0065789473684,151.78947368421052,13.782894736842104,155.0,87,231,113,97,56,45,32,28,0,260,1,91,170,148,110,117,117,142,16,356,1804,804,1000,0.0,33.092039800995025,10.0,71.509,81.767,10.258,183.0,566,124,43,23,16,15,6,11,0,167,309,298,107,87,60,45,41,53,0,284,1672,719,953,20.0,76.17385257301808,29.0,116.40398740818468,126.95697796432319,10.55299055613851,138.0,17,326,195,71,52,32,12,14,0,206,1,104,300,163,125,106,98,56,0,300,1
01_TUMOR/tumor (169).tif,1900,824,1076,23.0,83.17233009708738,38.0,130.90055762081784,145.77881040892194,14.878252788104088,132.0,7,302,258,106,84,37,11,19,0,355,0,12,164,310,294,168,54,63,11,503,2257,1016,1241,4.0,30.00492125984252,13.0,59.78162771958098,70.54391619661563,10.76228847703465,130.0,709,235,44,3,8,1,5,11,0,268,189,655,258,65,14,5,7,48,0,427,2171,963,1208,27.0,71.31464174454828,46.0,104.34933774834437,115.72102649006622,11.371688741721854,105.0,1,424,374,122,12,10,5,15,0,298,0,23,452,471,174,20,11,57,0,445,1
01_TUMOR/tumor (17).tif,1670,737,933,14.0,98.54681139755766,33.0,143.11682743837085,154.46623794212218,11.34941050375134,120.0,56,241,156,84,15,31,54,100,0,248,0,59,186,229,100,46,37,252,24,347,1894,821,1073,0.0,44.07429963459196,12.0,76.13233923578751,83.50232991612302,7.3699906803355075,121.0,591,101,14,8,9,18,31,49,0,140,320,424,61,30,15,14,36,173,0,251,1772,775,997,22.0,87.69290322580645,42.0,120.85356068204614,129.16750250752256,8.31394182547643,84.0,4,376,192,41,19,24,51,68,0,178,0,81,426,151,48,35,42,214,0,271,1
01_TUMOR/tumor (170).tif,2089,888,1201,25.0,87.33558558558559,45.0,132.71107410491257,145.1465445462115,12.435470441298918,122.0,9,260,290,193,78,8,8,42,0,349,0,22,192,339,349,128,45,63,63,479,2146,932,1214,8.0,53.65557939914163,23.0,93.56836902800659,105.1828665568369,11.614497528830313,141.0,224,436,211,19,6,3,6,27,0,332,11,249,490,269,63,19,17,95,1,452,2310,1011,1299,45.0,107.6112759643917,68.0,146.2047729022325,157.4103156274057,11.20554272517321,117.0,0,29,292,451,168,14,9,48,0,361,0,0,16,294,574,225,57,101,32,497,1
01_TUMOR/tumor (171).tif,1485,662,823,21.0,80.74169184290031,40.0,132.98784933171325,148.5127582017011,15.524908869987849,151.0,12,195,242,145,35,17,8,8,0,260,0,15,77,247,260,116,63,40,5,336,1667,752,915,1.0,30.743351063829788,14.0,64.3103825136612,76.08415300546449,11.773770491803278,188.0,472,239,20,13,2,0,1,5,0,179,90,464,209,85,27,13,7,20,0,281,1650,733,917,25.0,75.0150068212824,37.0,111.93784078516903,123.43184296619411,11.494002181025081,150.0,2,205,399,88,23,10,1,5,0,204,0,16,239,389,158,63,22,30,0,305,1
01_TUMOR/tumor (172).tif,1923,835,1088,21.0,71.72694610778443,40.0,106.48529411764706,117.02573529411765,10.540441176470589,120.0,21,386,241,105,37,22,10,13,0,256,0,105,339,335,156,74,37,40,2,399,2230,1016,1214,0.0,16.46456692913386,7.0,34.80642504118616,41.97858319604613,7.172158154859967,149.0,929,60,11,6,3,3,0,4,0,147,765,331,60,28,6,5,5,14,0,254,1944,849,1095,18.0,52.88103651354535,36.0,75.41643835616438,83.82191780821918,8.405479452054795,119.0,55,626,115,27,9,5,5,7,0,180,0,374,524,108,44,17,11,17,0,301,1
01_TUMOR/tumor (173).tif,2309,990,1319,23.0,92.5878787878788,51.0,143.97725549658833,161.1925701288855,17.215314632297193,163.0,11,256,224,271,177,23,7,21,0,443,0,7,86,246,529,262,61,94,34,635,2406,1065,1341,5.0,45.23661971830986,21.0,85.28933631618196,101.06860551826995,15.779269202087994,196.0,364,489,170,17,5,3,2,15,0,370,17,298,685,192,41,22,17,69,0,599,2508,1087,1421,42.0,97.56485740570378,69.0,137.6460239268121,152.2667135819845,14.620689655172415,151.0,0,63,399,497,85,17,5,21,0,463,0,0,29,389,711,141,42,103,6,644,1
01_TUMOR/tumor (174).tif,973,444,529,20.0,89.26801801801801,40.0,129.04725897920605,136.3062381852552,7.258979206049149,111.0,16,237,67,26,7,7,2,80,2,111,0,66,203,61,22,15,6,91,65,134,1329,617,712,0.0,35.27390599675851,6.0,61.12078651685393,65.18258426966293,4.061797752808989,186.0,517,25,1,2,0,1,3,68,0,41,510,51,4,3,0,0,3,141,0,66,1107,530,577,21.0,72.63584905660377,27.0,102.89428076256499,107.61005199306759,4.715771230502599,146.0,86,310,33,3,2,0,7,89,0,54,2,319,74,12,5,0,1,164,0,71,1
01_TUMOR/tumor (175).tif,1836,799,1037,21.0,76.4055068836045,28.0,119.05014464802315,133.45708775313403,14.406943105110896,128.0,21,314,199,190,49,14,7,5,0,297,1,33,204,327,308,85,53,26,0,433,1961,880,1081,4.0,32.851136363636364,13.0,66.37557816836262,78.95559666975024,12.580018501387604,157.0,488,328,44,11,5,3,1,0,0,246,80,457,389,81,31,26,9,8,0,387,2011,893,1118,36.0,86.66405375139978,57.0,121.88640429338103,133.7432915921288,11.856887298747765,125.0,0,103,443,288,43,11,4,1,0,291,0,1,132,497,336,82,47,23,0,416,1
01_TUMOR/tumor (176).tif,2069,889,1180,17.0,70.01012373453318,37.0,110.44830508474577,124.61779661016949,14.169491525423728,155.0,13,407,313,92,30,12,15,7,0,359,0,20,359,467,196,63,36,37,2,503,2426,1096,1330,0.0,21.583029197080293,8.0,46.24285714285714,56.96165413533834,10.718796992481202,157.0,914,159,10,5,5,1,1,1,0,271,292,856,118,20,13,14,10,7,0,456,2319,1013,1306,18.0,66.66337611056268,39.0,95.75421133231241,106.94104134762634,11.186830015313936,131.0,3,413,540,38,5,8,5,1,0,320,0,13,685,477,66,23,22,20,0,487,1
